"","ACK_ID","PLAN_YEAR_BEGIN_DATE","PLAN_YEAR_END_DATE","PLAN_NAME","PLAN_EFFECTIVE_DATE","PLAN_TYPE","SPONSOR_NAME","SPONSOR_STATE","SPONSOR_EIN","BUSINESS_CODE","TOTAL_ACCBAL_PARTCP_BOY","TOTAL_ACCBAL_PARTCP_EOY","TOTAL_CONTRIB_PARTCP_BOY","TOTAL_CONTRIB_PARTCP_EOY","TOTAL_CONTRIB_EMPLR_BOY","TOTAL_CONTRIB_EMPLR_EOY","TOTAL_LOANS_BOY","TOTAL_LOANS_EOY","TOTAL_ASSETS_BOY","TOTAL_ASSETS_EOY","INDUSTRY_TITLE"
"1147","20240731094049NAL0021288673001","2023-01-01","2023-12-31","THE CASE DESIGN/REMODELING, INC. 401(K) RETIREMENT SAVINGS PLAN","1990-10-01","2E2F2G2J2K2S2T3D","CASE DESIGN/REMODELING,INC.","MD",521708950,236110,185,179,45274,53937,8290,11734,190769,150061,18520946,21243551,"Residential building construction"
"1148","20240724093440NAL0007318883001","2023-01-01","2023-12-31","GAT 401(K) PLAN","1996-07-01","2E3D2G2J2K2F2T3F","GAT AIRLINE GROUND SUPPORT, INC.","GA",630818597,481000,393,572,32938,32554,65226,36995,113314,66788,3802985,5033348,"Air transportation"
"1149","20240726134835NAL0015543649001","2023-01-01","2023-12-31","DESERET 401(K) PLAN","1984-02-01","2E2F2G2J2K2S2T3H","DESERET MUTUAL BENEFIT ADMINISTRATORS","UT",870440163,525100,37570,38943,2728784,6177382,2277982,6577968,29374384,34402231,4664327790,5481729272,"Insurance and employee benefit funds"
"1150","20240726135008NAL0009023859001","2023-01-01","2023-12-31","ATLANTIC CONSTRUCTORS, INC. 401(K) PLAN","2003-02-28","2E2F2G2J2K2T3D3H2A","ATLANTIC CONSTRUCTORS, INC.","VA",270045547,238220,351,430,22083,38023,93949,90451,324097,308648,19398662,23176455,"Plumbing and hvac contractors"
"1151","20240731162635NAL0037195920001","2023-01-01","2023-12-31","BIG HORN HOSPITAL ASSOCIATION 401(K) PLAN","2014-07-01","2E2J2K2F2G3D2T2S","BIG HORN HOSPITAL ASSOCIATION","MT",810384618,622000,128,122,14843,16196,289246,303665,284758,274548,5598385,7449465,"Hospitals"
"1152","20240801182911NAL0024046129001","2023-01-01","2023-12-31","UKPEAGVIK INUPIAT CORPORATION EMPLOYEES' RETIREMENT PLAN","1988-07-01","2E2F2G2J2K2R2T3D3H","UKPEAGVIK INUPIAT CORPORATION","AK",920044212,525990,3647,3639,23508,22622,143342,189103,2860902,2581135,159922948,188125803,"Other financial vehicles"
"1153","20240801135515NAL0038908480001","2023-01-01","2023-12-31","ONCOR THRIFT PLAN","2015-01-01","2A2E2F2G2J2K2R2S2T3F3H","ONCOR ELECTRIC DELIVERY COMPANY LLC","TX",752967830,551112,5429,5661,2116609,2335940,1116849,1208096,20259100,21718480,882888095,1017678472,"Offices of other holding companies"
"1154","20240821112100NAL0003873297001","2023-01-01","2023-12-31","Q SERVICES 401(K) PROFIT SHARING PLAN AND TRUST","1994-01-01","2E2G2J2K2F2T3D3H","Q SERVICES LLC","KS",273775020,517000,1933,2912,168,306,337601,176802,226576,289446,59446521,84259635,"Telecommunications"
"1155","20240821050737NAL0005734240001","2023-01-01","2023-12-31","CREATIVE FINANCIAL STAFFING 401(K) PLAN","2014-10-01","2E2F2G2J2K2T3D","CREATIVE FINANCIAL STAFFING INC.","MA",471008886,561300,291,327,35590,54350,18004,25110,79645,167163,17004182,22201433,"Employment services"
"1156","20240821051500NAL0003628209001","2023-01-01","2023-12-31","ALIGNMENT HEALTHCARE USA, LLC 401(K) PLAN","2020-01-01","2E2F2G2J2K2T3D3H","ALIGNMENT HEALTHCARE USA, LLC","CA",465586875,524290,761,967,173,721,218031,249769,1009357,1172470,29851875,45361898,"Other insurance related activities"
"1157","20240821133051NAL0003974241001","2023-01-01","2023-12-31","403(B) THRIFT PLAN OF CIRCLE THE CITY","2016-12-01","2G3D2J2K2E2S2T","CIRCLE THE CITY","AZ",262420730,624100,274,300,32475,16617,14322,33456,50083,113106,3717206,5260718,"Individual and family services"
"1158","20240821105116NAL0003834177001","2023-01-01","2023-12-31","DELTA ENGINEERS, ARCHITECTS & LAND SURVEYORS, DPC RETIREMENT SAVINGS PLAN","1988-01-01","2F2G2J2K2T3H2E3D2R","DELTA ENGINEERS, ARCHITECTS & LAND SURVEYORS, DPC","NY",161294009,541330,171,161,13780,12177,91428,105918,78022,65809,17210828,19191086,"Engineering services"
"1159","20240822131918NAL0008264176001","2023-01-01","2023-12-31","OBRIENS MARKET, INC. 401K PROFIT SHARING PLAN","1987-02-01","2E2G2J2K3D2F","OBRIENS MARKET, INC.","CA",942479762,445110,153,157,3369,2862,41000,41000,65030,60068,4298721,3925896,"Supermarkets and other grocery retailers (except convenience retailers)"
"1160","20240822132520NAL0002589763001","2023-01-01","2023-12-31","KO-KWEL ENTERPRISES 401(K) PLAN","1997-06-01","2E2F2G2J2K2T3D3H","COQUILLE ECONOMIC DEVELOPMENT CORPORATION","OR",911550277,551112,318,355,52432,70265,27507,29576,440988,466482,13208117,15536696,"Offices of other holding companies"
"1161","20241011085413NAL0022446625001","2023-01-01","2023-12-31","ALLIANCE SALES & MARKETING 401(K) PLAN","2006-06-01","2S2E3D2G2J2K2F2T","ALLIANCE SALES & MARKETING/NC, INC.","NC",201308507,425120,407,424,1534,45997,765470,809920,115688,138288,14720518,17974246,"Wholesale trade agents and brokers"
"1162","20241011085425NAL0021550865001","2023-01-01","2023-12-31","ATLANTIC COAST ATHLETIC CLUB 401(K) PLAN","1999-10-01","2E3D2G2J2K2F2T3H","ATLANTIC COAST ATHLETIC CLUB, INC.","IL",541478630,713900,231,213,2000,7485,35,856,119549,95722,13023581,16018567,"Other amusement and recreation industries"
"1163","20241011083815NAL0021536081001","2023-01-01","2023-12-31","EWIE GROUP OF COMPANIES 401(K) PLAN","2001-10-01","2E3D2G2J2K2F2T3H","EWIE CO., INC.","MI",382384853,423400,421,517,51709,54871,19869,21331,8265,1839,20853621,24664841,"Professional and commercial equipment and supplies merchant wholesalers"
"1164","20241011083921NAL0021537489001","2023-01-01","2023-12-31","MARION EYE CENTERS, LTD., 401K PLAN","1991-01-01","2E2F2G2J2K3D3H2T","MARION EYE CENTERS, LTD.","IL",371073951,621320,283,288,12763,12846,354400,349744,64180,81560,12694239,15202977,"Offices of optometrists"
"1165","20241011101812NAL0036627680001","2023-01-01","2023-12-31","HYOSUNG HICO LTD 401(K) PLAN","2020-02-14","2F2G2J2K2T3D3H","HYOSUNG HICO, LTD","TN",844165868,423600,116,151,235,160,186,128,145485,221793,3313484,3989356,"Household appliances and electrical and electronic goods merchant wholesalers"
"1166","20241011101821NAL0043303826001","2023-01-01","2023-12-31","EXELON CORPORATION EMPLOYEE SAVINGS PLAN","1983-03-01","2E2F2G2J2K2O3F3H2S2T","EXELON CORPORATION","IL",232990190,221100,24959,25665,5609719,5731346,19600684,33361011,102815135,109191502,5179370432,5834008945,"Electric power generation, transmission and distribution"
"1167","20241011101925NAL0021660977001","2023-01-01","2023-12-31","DIVURGENT LLC 401(K) PROFIT SHARING PLAN","2008-01-01","2A2E2F2G2J2K2S2T3B3D","DIVURGENT LLC","VA",261129326,541600,229,246,19199,71431,360503,378509,31182,111040,7212069,9732904,"Management, scientific, and technical consulting services"
"1168","20241011103846NAL0010826867001","2023-01-01","2023-12-31","KARSUN SOLUTIONS, LLC 401(K) PLAN","2013-01-01","2E2F2G2J2K2T3D","KARSUN SOLUTIONS, LLC","VA",271026440,541511,446,468,462,462,18,18,247314,262581,27467058,36878132,"Custom computer programming services"
"1169","20241011103859NAL0036682224001","2023-01-01","2023-12-31","THE MEDICAL TEAM, INC. EMPLOYEE BENEFIT PLAN","1990-01-01","2E2J2K2F2G3D3H","THE MEDICAL TEAM, INC.","VA",541087014,621610,244,241,27987,29590,7675,7681,89999,133702,6069528,6842191,"Home health care services"
"1170","20241011103932NAL0022591489001","2023-01-01","2023-12-31","DEE HOLDINGS, INC. 401(K) PLAN","2002-01-01","2E2F2G2J2K2T3D3H","DEE HOLDINGS, INC.","OH",200572514,484120,371,390,21474,3327,4836,-7230,252315,363545,6907690,7724857,"General freight trucking, long-distance"
"1171","20241011103956NAL0021688945001","2023-01-01","2023-12-31","PROPPER INTERNATIONAL SALES, INC. 401(K) PLAN","2001-01-01","2E2F2G2J2K2S2T3D3H","PROPPER INTERNATIONAL SALES, INC","MO",431586928,315220,123,153,11570,10775,8325,13155,144416,173692,6388735,7806007,"Men's and boys' cut and sew apparel mfg."
"1172","20241011104000NAL0021689073001","2023-01-01","2023-12-31","WEST JEFF AUTO SALES D/B/A HAWK AUTO 401(K) PLAN","2007-01-01","2E2F2G2J2K2T3D3H","WEST JEFF AUTO SALES","IL",820578220,441110,352,315,16857,19214,1430,1708,243452,214934,11381192,13464155,"New car dealers"
"1173","20241011110304NAL0021722705001","2023-01-01","2023-12-31","SERV-U-SUCCESS 401(K) SAVINGS PLAN","2015-01-01","2E2G2J3D2F2H2K2T","THRIFTY RETAIL SERVICES, LLC","MI",273469063,424400,374,427,20594,26292,7668,9777,362189,379325,16663876,20418161,"Grocery and related product merchant wholesalers"
"1174","20241011125710NAL0044356226001","2023-01-01","2023-12-31","A.R. SANDRI, INC. 401(K) SAVINGS PLAN","2020-01-01","2A2E2F2G2J2K3D3H","A.R. SANDRI, INC.","MA",42037552,424700,120,112,14211,5512,189676,98249,201689,167241,8476309,8687619,"Petroleum and petroleum products merchant wholesalers"
"1175","20241011125833NAL0010935795001","2023-01-01","2023-12-31","BOMBORA, INC. 401(K) PS PLAN","2016-01-01","2E2F2G2J2K2T3D","BOMBORA, INC.","NY",471862644,518210,273,246,50247,54204,28226,108253,102953,83360,8170331,10643202,"Computing infrastructure providers, data processing, web hosting, and related services"
"1176","20241011131747NAL0021925745001","2023-01-01","2023-12-31","ELEMICA, INC. 401(K) PLAN","2010-01-01","2F2G2J2K2T3D","ELEMICA, INC.","PA",43715361,541512,178,187,44746,49993,21857,24363,126812,124709,21860816,25342005,"Computer systems design services"
"1177","20241011141604NAL0022912385001","2023-01-01","2023-12-31","SUMITOMO RUBBER USA LLC EMPLOYEE SAVINGS PLAN FOR SALARIED EMPLOYEES","1990-01-01","2A2E2F2G2J2K2R2S2T3H2I2O","SUMITOMO RUBBER USA, LLC","NY",341899137,326200,530,545,75919,86096,63846,72869,879493,1009701,54363284,62237051,"Rubber product manufacturing"
"1178","20241011141637NAL0022018977001","2023-01-01","2023-12-31","JONES CONTRACTORS INC. 401K PLAN","2017-01-01","2E2F2G2J2K2S2T3D","JONES CONTRACTORS INC.","TN",621382672,237100,178,444,61822,146485,6848,49272,81700,147379,3700217,5305442,"Utility system construction"
"1179","20241011143416NAL0039017056001","2023-01-01","2023-12-31","CITI RETIREMENT SAVINGS PLAN FOR PUERTO RICO","2001-01-01","2E2F2G2J2K2S2T3C3H","CITIBANK, N.A. PUERTO RICO, A SUBSIDIARY OF CITIGROUP INC.","CT",660177415,523900,381,350,93,2102,899905,542280,811238,686750,44973953,49102159,"Other financial investment activities"
"1180","20241011143447NAL0012601155001","2023-01-01","2023-12-31","MORTON BUILDINGS, INC. 401(K) AND ESOP","1990-01-01","2E2F2H2J2K2O2T2Q","MORTON BUILDINGS, INC.","IL",370347310,236200,1900,2009,309597,348944,134084,172335,1914061,2119796,165771724,203331080,"Nonresidential building construction"
"1181","20241011153215NAL0023119601001","2023-01-01","2023-12-31","BANKW STAFFING, LLC RETIREMENT PLAN","2006-01-01","2E2F2G2J2K2R2T3D3H","BANKW STAFFING, LLC","NH",274348369,561300,135,145,20292,20943,91761,20953,97146,206789,13515993,18792841,"Employment services"
"1182","20241011153233NAL0023120129001","2023-01-01","2023-12-31","BRADFORD WHITE CORPORATION 401(K) PLAN FOR UNION EMPLOYEES","2000-04-01","2A2E2F2G2J2K2S2T3D","BRADFORD WHITE CORPORATION","PA",232384646,335200,934,1392,258769,49915,132761,54848,1990371,1963617,26824875,31821635,"Household appliance manufacturing"
"1183","20241011150649NAL0022148721001","2023-01-01","2023-12-31","SOUTHGROUP 401(K) PLAN","2003-07-01","2E3D2G2J2K2F2T","SOUTHGROUP INSURANCE AND FINANCIAL SERVICES, LLC","MS",943419819,524290,124,125,22272,16778,10177,8840,143276,108430,12506044,15227992,"Other insurance related activities"
"1184","20241011154723NAL0023149713001","2023-01-01","2023-12-31","BCM ONE, INC. 401(K) PLAN","2001-01-01","2A2E2F2G2J2K3D3H","BCM ONE, INC.","NY",133896087,517000,302,334,76739,80084,229525,217448,126785,260988,11932400,17714713,"Telecommunications"
"1185","20240729090025NAL0031748064001","2023-01-01","2023-12-31","NEC NETWORKS, LLC 401(K) PLAN","2011-10-01","2E2J2K2F2G3D3B3H2T","NEC NETWORKS, LLC","TX",742960358,561110,149,143,17925,22809,11185,12203,225296,233164,5971827,6658841,"Office administrative services"
"1186","20240729091956NAL0012363923001","2023-01-01","2023-12-31","H&M TRUCKING, INC. 401(K) PLAN","1980-04-01","2E2F2G2J2K2S2T3D2R","H&M TRUCKING, INC.","NE",470709489,484110,105,130,10918,12651,33483,7440,160988,315492,13311175,16727157,"General freight trucking, local"
"1187","20240729150747NAL0030089648001","2023-01-01","2023-12-31","HEICO SAVINGS AND INVESTMENT PLAN","1985-01-01","2F2H2J2K2P2S2T3H2E3I","HEICO CORPORATION","FL",650341002,336410,6433,7900,689067,796573,8046005,9823037,3948588,4245260,701086362,842654171,"Aerospace product and parts manufacturing"
"1188","20240730194114NAL0021561777001","2023-01-01","2023-12-31","CATERPILLAR RAIL DIVISION RETIREMENT SAVINGS PLAN FOR COLLECTIVELY BARGAINED EMPLOYEES","2005-05-01","2F2G2J2K2O2R2T3F3H","PROGRESS RAIL LOCOMOTIVE INC.","IL",201932740,336510,366,323,2128,2367,51787,53986,146575,125697,17190262,16656716,"Railroad rolling stock manufacturing"
"1189","20240730195417NAL0021584561001","2023-01-01","2023-12-31","MEDIC AMBULANCE SERVICE, INC. 401(K) PROFIT SHARING PLAN & TRUST","2005-01-01","2E2F2G2J2K3D","MEDIC AMBULANCE SERVICE, INC.","CA",942725852,621900,128,141,272,250,303678,327261,82476,100242,6943552,8825834,"Other ambulatory health care services"
"1190","20240731093315NAL0014186771001","2023-01-01","2023-12-31","APPLE TREE ENTERPRISES, INC. PROFIT SHARING PLAN","1973-10-05","2S2E2G2J2K2F2T3D","APPLE TREE ENTERPRISES, INC.","NC",561030082,441110,102,101,9817,5215,1287,766,43481,36860,4413780,4356554,"New car dealers"
"1191","20240731125024NAL0036540816001","2023-01-01","2023-12-31","BETTERMENT 401(K) SAVINGS PLAN","2013-01-01","2A2E2J2K2F2G3D2S3H","BETTERMENT HOLDINGS, INC","NY",900735456,812990,720,767,165160,173476,1296595,1904551,8556,24331,48786058,66757171,"All other personal services"
"1192","20240726051920NAL0015549313001","2023-01-01","2023-12-31","PARK 100 FOODS 401(K) SAVINGS PLAN","1994-01-01","2E2F2G2J2K2T3D3H","PARK 100 FOODS, INC.","IN",351358668,311400,258,259,7385,8902,626909,659386,189291,214270,16755542,20032291,"Fruit and vegetable preserving and specialty food manufacturing"
"1193","20240726052024NAL0015549441001","2023-01-01","2023-12-31","FLORIDA NATIONAL UNIVERSITY 401K PLAN","2001-01-01","2E2F2G2J2K2T3D","FLORIDA NATIONAL UNIVERSITY, INC","FL",650021295,812990,184,222,25522,27934,17230,19324,230535,249010,11224329,14138784,"All other personal services"
"1194","20240726052541NAL0015550097001","2023-01-01","2023-12-31","ULMA FORM WORKS 401(K) PLAN","2000-01-01","2E2F2G2J2K2T3D","ULMA FORM WORKS, INC","NJ",223617107,532400,132,149,8703,8410,3538,3603,181170,165920,4796152,5914664,"Commercial and industrial machinery and equipment rental and leasing"
"1195","20240726052559NAL0009951811001","2023-01-01","2023-12-31","JACKSON DAWSON COMMUNICATIONS, INC. 401(K) PLAN","2012-01-01","2A2E2F2G2J2K2S2T3D3H","JACKSON DAWSON COMMUNICATIONS, INC.","MI",382326912,541600,510,594,1460,990,2752685,3005892,214579,189879,34413673,45833295,"Management, scientific, and technical consulting services"
"1196","20240726052844NAL0009953491001","2023-01-01","2023-12-31","SOVEREIGN CONSULTING INC. 401(K) PLAN","1999-01-04","2E2F2G2J2K2T3D","SOVEREIGN CONSULTING INC.","NJ",223626647,541600,136,142,26411,33340,934,1372,159404,158028,18078170,20092857,"Management, scientific, and technical consulting services"
"1197","20240726080118NAL0010023139001","2023-01-01","2023-12-31","THE COUNTRY CLUB 401(K) PLAN","1997-08-01","2E2F2G2J2K2T3D","THE COUNTRY CLUB","MA",41212940,713900,157,161,13464,44,151387,131658,181696,123674,14746046,16994321,"Other amusement and recreation industries"
"1198","20240726144357NAL0009077027001","2023-01-01","2023-12-31","THE LUPOLI COMPANIES 401(K)","2019-01-01","2E2J2K2F2G3D3H","JENET MANAGEMENT, LLC","MA",464438767,531390,135,163,9860,12214,13675,11037,95921,101535,1642377,2114486,"Other activities related to real estate"
"1199","20240731151149NAL0022522977001","2023-01-01","2023-12-31","SJC HOLDINGS, DBA AMERICAN HIGHWAY A SIMPLEX CO. RSP","2021-02-20","2E2F2G2J2K2T3D","SJC HOLDINGS, INC. DBA AMERICAN HIG","NV",384063568,332900,205,231,19876,19808,8785,8607,54246,194270,2137820,3139451,"Other fabricated metal product manufacturing"
"1200","20240731151311NAL0034342832001","2023-01-01","2023-12-31","HOLT CONSTRUCTION CORP, RETIREMENT SAVINGS PLAN","1975-12-15","2E2F2G2J2K2S2T3D","HOLT CONSTRUCTION CORP.","NY",131758574,236200,272,346,32742,33522,618502,653047,278233,394818,19816616,24148968,"Nonresidential building construction"
"1201","20240801125117NAL0013488675001","2023-01-01","2023-12-31","NOSTRUM LABORATORIES 401(K) PLAN","2007-01-01","2E2F2G2J2K2S2T3D3H","NOSTRUM LABORATORIES, INC.","MO",205877688,325410,266,167,19423,17385,10864,10768,196260,175428,9187833,9205409,"Pharmaceutical and medicine manufacturing"
"1202","20240822132933NAL0008282000001","2023-01-01","2023-12-31","AURIA SOLUTIONS USA, INC. HOURLY EMPLOYEES' RETIREMENT SAVINGS PLAN","2017-09-15","2K2T3H2E2G2J3D","AURIA SOLUTIONS USA, INC.","MI",821869477,336300,575,667,18083,21384,5937,6297,737395,726964,30154747,32693977,"Motor vehicle parts manufacturing"
"1203","20241011084059NAL0021539345001","2023-01-01","2023-12-31","INSERV 401(K) PLAN","2014-07-01","2E2J2K2F2G3D3H2T","INTEGRATED SERVICE COMPANY LLC","OK",465212780,333900,228,247,23800,36567,6687,8301,382804,558044,19352942,23775147,"Other general purpose machinery manufacturing"
"1204","20241011102002NAL0043308850001","2023-01-01","2023-12-31","HOUSTON METRO UROLOGY, P.A. 401(K) PROFIT SHARING PLAN","2006-10-16","2A2E2J2K2F2G2R3D3H2T","HOUSTON METRO UROLOGY, P.A.","TX",204473802,621111,167,159,38763,32261,1059072,1176730,205940,251714,33216630,39295461,"Offices of physicians (except mental health specialists)"
"1205","20241011095621NAL0043243474001","2023-01-01","2023-12-31","JUNEAU CONSTRUCTION COMPANY, LLC 401(K) PLAN","1998-06-01","2E2F2G2J2K2T3B3D2S","JUNEAU CONSTRUCTION COMPANY, LLC","GA",582289306,236200,234,253,9799,5366,8602,4867,119715,126866,14162952,16927293,"Nonresidential building construction"
"1206","20241011095634NAL0010786739001","2023-01-01","2023-12-31","GATEWAY TICKETING SYSTEMS, INC. 401(K) PLAN","1999-06-01","2E2F2G2J2K2T3D","GATEWAY TICKETING SYSTEMS, INC.","PA",232517991,541511,139,150,35672,38586,14554,17588,67604,102031,13605341,17021338,"Custom computer programming services"
"1207","20241011114534NAL0010876579001","2023-01-01","2023-12-31","BLACK DIAMOND ELECTRIC 401(K) PLAN","1983-04-01","2A2E2J2K2F2G2R2T3D","BLACK DIAMOND ELECTRIC, INC.","CA",680387285,238210,171,169,12610,14150,6166,7839,158767,247641,7370560,9154272,"Electrical and wiring contractors"
"1208","20241011114711NAL0036833744001","2023-01-01","2023-12-31","COLSA CORPORATION 401(K) PROFIT SHARING PLAN","1982-10-01","2E2F2G2J2K2S2T3D","COLSA CORPORATION","AL",630798322,541990,2437,2518,1213,1252,15796,20400,1401661,1307645,234740714,257862810,"All other professional, scientific, and technical services"
"1209","20241011120847NAL0022714609001","2023-01-01","2023-12-31","GOFUNDME 401(K) PLAN","2015-01-01","2E3D2G2J2K2F2T","GOFUNDME, INC","CA",263208938,541990,833,929,207648,148576,58667,41286,178689,218163,30485537,47064512,"All other professional, scientific, and technical services"
"1210","20241011120932NAL0021816001001","2023-01-01","2023-12-31","PATTERN ENERGY GROUP 401(K) PLAN","2009-08-03","2S2T3H2E2F2G2J2K3D2R","PATTERN ENERGY GROUP SERVICES LP","CA",844046110,221100,596,917,141085,284625,114753,188130,1426695,1572814,80576423,106441702,"Electric power generation, transmission and distribution"
"1211","20241011123818NAL0021869537001","2023-01-01","2023-12-31","OPTIMA DERMATOLOGY PARTNERS RETIREMENT PLAN","2003-01-01","2E2F2G2J2K2R3D3H","OPTIMA DERMATOLOGY PARTNERS, LLC","NH",824641383,621399,222,246,36395,759,74974,92015,1388,787,10039961,12652086,"Offices of all other miscellaneous health practitioners"
"1212","20241011121738NAL0012472403001","2023-01-01","2023-12-31","EL REY MEXICAN PRODUCTS, INC. PROFIT SHARING PLAN","1987-03-01","2A2E2F2G2J2K2R2T3D3H","EL REY MEXICAN PRODUCTS, INC.","WI",391332805,311900,249,247,43846,5507,30701,11506,386435,492991,14138347,14251928,"Other food manufacturing"
"1213","20241011121847NAL0021831409001","2023-01-01","2023-12-31","CERAMICORP, INC. EMPLOYEE SAVINGS PLAN","1995-01-01","2E2F2G2J2K2T3H2S","MANSFIELD PLUMBING PRODUCTS LLC","OH",311739929,339900,36,121,189,223,453,548,328779,206045,13215258,13316455,"Other miscellaneous manufacturing"
"1214","20241011121947NAL0021833393001","2023-01-01","2023-12-31","BENECARD 401(K) PLAN","1989-01-01","2E2F2G2J2K2S2T3D","BENECARD SERVICES, INC.","NJ",222998772,541990,511,575,67791,84021,29848,36907,598417,659624,34691678,41590942,"All other professional, scientific, and technical services"
"1215","20241011135849NAL0038936320001","2023-01-01","2023-12-31","BROWN SCHULTZ SHERIDAN & FRITZ RETIREMENT PLAN","1991-01-01","2A2E2F2G2J2K3D","BROWN SCHULTZ SHERIDAN & FRITZ","PA",251644159,541211,172,145,42734,39816,259909,262043,89394,78916,22812274,27563748,"Offices of certified public accountants"
"1216","20241011135948NAL0021994641001","2023-01-01","2023-12-31","NATUREPLEX LLC 401(K) RETIREMENT PLAN","2001-01-01","2E2F2G2J2K2S2T3D","NATUREPLEX, LLC","MS",621863012,325410,164,89,1448,1426,1210,1232,9152,19589,537880,574516,"Pharmaceutical and medicine manufacturing"
"1217","20241011134048NAL0010978307001","2023-01-01","2023-12-31","ADDIUM 401(K) PLAN","2004-09-01","2E2F2G2J2R2T3D2K","ADDIUM, INC.","WA",911207832,339900,232,227,32865,21154,29385,27833,101342,141418,14483733,18187173,"Other miscellaneous manufacturing"
"1218","20241011135832NAL0038935328001","2023-01-01","2023-12-31","R & P TECHNOLOGIES 401(K) PROFIT SHARING PLAN & TRUST","2005-01-01","2A2E2F2G2J2K2S2T3D","R & P TECHNOLOGIES","PA",10557721,541330,347,437,77478,313085,256190,83338,287120,407707,12659038,18132817,"Engineering services"
"1219","20241011143605NAL0022049297001","2023-01-01","2023-12-31","TECH USA, LLC 401 K PLAN","2007-01-01","2F2G2J2K3D3H2T2E","TECH USA, LLC","MD",263250801,561300,186,180,14454,11813,6147,5111,140166,153558,15482735,18282929,"Employment services"
"1220","20241011153351NAL0011130787001","2023-01-01","2023-12-31","OMAHA ZOOLOGICAL SOCIETY RETIREMENT PLAN AND TRUST","1998-07-01","2A2E3D2G2J2K2F2T","OMAHA ZOOLOGICAL SOCIETY","NE",470469782,541990,409,414,37217,43994,26661,35946,169920,188698,21245153,24219793,"All other professional, scientific, and technical services"
"1221","20241011153457NAL0023125265001","2023-01-01","2023-12-31","RO HEALTH 401(K) PLAN","2015-01-01","2E3D2G2J2K2F2T3F","RO HEALTH, INC.","WA",463049972,624100,308,337,17061,42707,321171,429985,986,37542,2926058,4954304,"Individual and family services"
"1222","20241011162116NAL0022316209001","2023-01-01","2023-12-31","CROTHALL LAUNDRY SERVICES 401(K) PLAN","2021-10-01","2F2G2E2J2K2T3D","CROTHALL LAUNDRY SERVICES INC","NC",161671901,812330,240,260,31569,4565,114063,114672,169441,332810,4821390,6047709,"Linen and uniform supply"
"1223","20241011162140NAL0044445282001","2023-01-01","2023-12-31","AA ASPHALTING, LLC 401(K) PROFIT SHARING PLAN","1992-02-01","2E2F2G2J2K2T3D","AA ASPHALTING, LLC","WA",911020538,238290,190,200,10101,16268,4317,8345,177044,146877,9398915,10707087,"Other building equipment contractors"
"1224","20241011162218NAL0039461872001","2023-01-01","2023-12-31","MIRICK, O'CONNELL, DEMALLIE & LOUGEE, LLP SAVINGS AND RETIREMENT PLAN AND TRUST","1991-12-01","2E2F2G2J2K2S2T3B3D2R","MIRICK, O'CONNELL, DEMALLIE & LOUGEE, LLP","MA",42203347,541110,164,169,297890,290326,1001957,1039869,309731,211109,62263905,73749794,"Offices of lawyers"
"1225","20241011154946NAL0022261425001","2023-01-01","2023-12-31","CHAMBERLAIN 401(K) PLAN","1983-01-01","2E2F2G2J2K2S2T3H","THE CHAMBERLAIN GROUP LLC","IL",60953094,332900,1789,1856,206239,223535,6266083,7341832,2986235,3105383,229552876,279418904,"Other fabricated metal product manufacturing"
"1226","20241011150713NAL0011081251001","2023-01-01","2023-12-31","TAKEDA PHARMACEUTICAL U.S.A., INC. SAVINGS AND RETIREMENT PLAN","1999-01-01","2E2G2J2K2R2T3H","TAKEDA PHARMACEUTICAL U.S.A., INC.","MA",134013710,339900,34335,36596,1119242,1259835,158126861,177341637,33626482,38947626,4540674656,5471853608,"Other miscellaneous manufacturing"
"1227","20241011150756NAL0039187184001","2023-01-01","2023-12-31","DRAGOS, INC. 401(K) PLAN","2016-06-01","2A2E2F2G2J2K2T3D","DRAGOS, INC.","MD",812507383,541511,467,492,785,785,234,234,99565,282916,19771919,29983134,"Custom computer programming services"
"1228","20241011162337NAL0023216353001","2023-01-01","2023-12-31","TRUGREEN PROFIT SHARING AND RETIREMENT PLAN","2014-01-01","2E2F2G2J2K2S2T3D","TRUGREEN LIMITED PARTNERSHIP","TN",363734669,561730,11454,13589,109100,115114,52409,54797,9073727,10325399,371495784,427574128,"Landscaping services"
"1229","20241011162411NAL0039472832001","2023-01-01","2023-12-31","INWEST TITLE SERVICES PROFIT SHARING PLAN","1998-01-01","2A2E2F2G2J2K2T3D3H","INWEST TITLE SERVICES, INC.","UT",870470582,531390,126,104,12743,12140,2495,2417,114304,104401,5639795,6687194,"Other activities related to real estate"
"1230","20240729144108NAL0032260048001","2023-01-01","2023-12-31","BEAZER HOMES USA, INC. 401(K) PLAN","1993-07-01","2F2G2J2K2R2S2T3D2E","BEAZER HOMES USA, INC.","GA",582086934,236110,2080,2024,243985,232753,68104,64415,1752658,2132083,136015727,159304224,"Residential building construction"
"1231","20240730084300NAL0011665075001","2023-01-01","2023-12-31","THE YARCO 401(K) PLAN","2005-01-01","2E2F2G2J2K2S2T3B3D3H","YARCO COMPANY, INC.","MO",431022273,531310,195,203,502,1038,100,205,180901,138700,8927093,8490883,"Real estate property managers"
