"","ACK_ID","PLAN_YEAR_BEGIN_DATE","PLAN_YEAR_END_DATE","PLAN_NAME","PLAN_EFFECTIVE_DATE","PLAN_TYPE","SPONSOR_NAME","SPONSOR_STATE","SPONSOR_EIN","BUSINESS_CODE","TOTAL_ACCBAL_PARTCP_BOY","TOTAL_ACCBAL_PARTCP_EOY","TOTAL_CONTRIB_PARTCP_BOY","TOTAL_CONTRIB_PARTCP_EOY","TOTAL_CONTRIB_EMPLR_BOY","TOTAL_CONTRIB_EMPLR_EOY","TOTAL_LOANS_BOY","TOTAL_LOANS_EOY","TOTAL_ASSETS_BOY","TOTAL_ASSETS_EOY","INDUSTRY_TITLE"
"2490","20240920131611NAL0007513617001","2023-01-01","2023-12-31","NATIONAL BEEF PACKING COMPANY, LLC PROFIT SHARING AND SAVINGS PLAN","1987-09-01","2E2F2G2J2K2T3D3H","NATIONAL BEEF PACKING COMPANY LLC","MO",481129505,311610,1911,2406,122205,130227,72947,65880,1786982,2434063,85536609,116969287,"Animal slaughtering and processing"
"2491","20241028092055NAL0001986803001","2023-01-01","2023-12-31","TOGETHER WOMEN'S HEALTH 401(K) PLAN","1970-08-07","2E2F2G2J2K2T3D","TOGETHER WOMEN'S HEALTH, LLC","MI",854308757,621111,307,505,60973,85510,21985,31440,110185,149623,14023771,30369822,"Offices of physicians (except mental health specialists)"
"2492","20240828103916NAL0011728385001","2023-01-01","2023-12-31","CAMPUS FEDERAL CREDIT UNION 401(K) PROFIT SHARING PLAN AND TRUST","1986-10-07","2S2E3D2G2J2K2F2T","CAMPUS FEDERAL CREDIT UNION","LA",720452899,522130,196,200,53581,55148,45319,48063,388806,465533,17503415,19638756,"Credit unions"
"2493","20240828125422NAL0019619984001","2023-01-01","2023-12-31","BOB THOMAS DEALERSHIPS 401K PLAN","1994-08-01","2E2F2G2J2K2S2T3D3H","CAPITOL CITY FORD INC.","IN",351606784,441110,187,196,9642,39279,6301,4499,148648,178988,12763237,15216162,"New car dealers"
"2494","20240829111422NAL0013017953001","2023-01-01","2023-12-31","COPPER STATE CREDIT UNION 401(K) PLAN","1988-01-01","2E2F2G2J2K3D","COPPER STATE CREDIT UNION","AZ",866050693,522130,261,280,20194,18314,13084,12220,6447,6101,9352552,11214436,"Credit unions"
"2495","20240829153710NAL0006556195001","2023-01-01","2023-12-31","HILO MEDICAL INVESTORS, LTD. 401(K) PLAN","2003-01-01","2E2F2G2J2K2T3D","HILO MEDICAL INVESTORS, LTD.","HI",581339022,623000,215,207,7474,11968,59,118,341309,279222,11557782,11938588,"Nursing and residential care facilities"
"2496","20240830163734NAL0030505858001","2023-01-01","2023-12-31","GLOBUS MEDICAL INC. 401(K) PLAN","2005-06-30","2F2G2J2K2T3D2R3H","GLOBUS MEDICAL INC.","PA",43744954,339110,2495,2675,356135,416820,476674,452755,1240664,1792775,150465857,198691719,"Medical equipment and supplies manufacturing"
"2497","20241015040833NAL0015847523001","2023-01-01","2023-12-31","ANI PHARMACEUTICALS, INC. 401(K) PLAN","2008-01-01","2F2G2J2K2T2E2S3D","ANIP ACQUISITIONS D/B/A ANI PHARMACEUTICALS, INC.","MN",200808920,424210,491,555,23450,59511,13736,133089,455191,670212,16810358,26747877,"Drugs and druggists' sundries merchant wholesalers"
"2498","20241015005101NAL0054455554001","2023-01-01","2023-12-31","MADELIA COMMUNITY HOSPITAL 403(B) PLAN","1998-01-01","2E2G2J2K2L2T3D","MADELIA COMMUNITY HOSPITAL","MN",410758512,622000,142,147,17415,51502,10908,24434,70286,37664,7336044,8746622,"Hospitals"
"2499","20241015074638NAL0014208771001","2023-01-01","2023-12-31","NAPPA ELECTRICAL CONTRACTORS 401(K) RETIREMENT PLAN","2020-01-01","2E2F2G2J2K2T3D","NAPPA ELECTRIC CORPORATION","MA",42828051,238210,109,122,14316,43733,5848,21440,20599,37635,2336077,4040146,"Electrical and wiring contractors"
"2500","20241015074655NAL0028955409001","2023-01-01","2023-12-31","VVF KANSAS SERVICES, LLC 401(K) PLAN","2009-01-01","2E2F2G2J2K2S2T3H","VVF KANSAS SERVICES, LLC","IL",205659170,339900,317,256,413,3104,97,1513,280448,124935,21649474,18995097,"Other miscellaneous manufacturing"
"2501","20241015074730NAL0027779473001","2023-01-01","2023-12-31","SCHNELLECKE LOGISTICS USA, LLC 401(K) PLAN","2016-11-01","2E3D2G2J2K2R2F2T","SCHNELLECKE LOGISTICS USA, LLC","TN",271660360,493100,308,373,6817,28267,5061,19985,212905,310328,4143696,5623831,"Warehousing and storage"
"2502","20241015083106NAL0048494624001","2023-01-01","2023-12-31","GUTTMACHER INSTITUTE RETIREMENT PLAN","2007-01-01","2E2F2G2J2K2S2T3D","GUTTMACHER INSTITUTE","NY",132890727,541700,204,221,36298,43832,47399,52635,147587,136943,34074749,41635668,"Scientific research and development services"
"2503","20241015083111NAL0027835105001","2023-01-01","2023-12-31","401(K) SAVINGS PLAN OF RED RIVER COMMODITIES","2010-07-01","2S2E2G2J2K2F2T","RED RIVER COMMODITIES, INC.","ND",450321457,311110,533,592,300,1049,77938,80078,265127,258645,15766863,17937092,"Animal food manufacturing"
"2504","20241015084910NAL0027867825001","2023-01-01","2023-12-31","XYLEM STANDARD XCHANGE SAVINGS PLAN FOR HOURLY EMPLOYEES","1997-04-01","2E2F2G2J2K2T3H","XYLEM INC.","NY",452080495,333900,147,139,13230,12072,3778,3610,139272,151758,9295282,9722478,"Other general purpose machinery manufacturing"
"2505","20241015084930NAL0029056865001","2023-01-01","2023-12-31","SAGAMORE PLUMBING & HEATING LLC 401(K) PROFIT SHARING PLAN","1996-01-01","2E2F2G2J2K2T3D","SAGAMORE PLUMBING & HEATING LLC","MA",43125156,238220,218,200,14060,16246,15761,7275,181761,240606,12457548,15467346,"Plumbing and hvac contractors"
"2506","20241015084952NAL0014269059001","2023-01-01","2023-12-31","ST. CLAIR SPECIALTY PHYSICIANS, P. C. EMPLOYEES'","1976-12-01","2A2E2F2H2J2K","ST. CLAIR SPECIALTY PHYSICIANS, P.C","MI",381966107,621111,142,141,40410,43173,473323,291986,125779,209829,21977806,20732325,"Offices of physicians (except mental health specialists)"
"2507","20241015090603NAL0027901457001","2023-01-01","2023-12-31","GCOM SOFTWARE LLC 401K PLAN","2004-01-01","2E2F2G2J2K2S2T3D3H","GCOM SOFTWARE LLC","MD",522179898,541519,418,804,133201,173653,56491,74487,286081,459408,23676934,56787907,"Other computer related services"
"2508","20241015093208NAL0014317843001","2023-01-01","2023-12-31","BRAILSFORD & DUNLAVEY, INC. 401(K) PLAN","2002-01-01","2A2E2F2G2J2K2T3D3H","BRAILSFORD & DUNLAVEY, INC.","DC",521847085,541990,369,422,212,68938,759056,1027214,434834,419539,30626170,35611217,"All other professional, scientific, and technical services"
"2509","20241015093237NAL0055376914001","2023-01-01","2023-12-31","STRATEGIC HEALTH PARTNERS, INC. 401(K) PLAN","2012-05-14","2E2F2G2J2K2T3D","STRATEGIC HEALTH PARTNERS, INC.","GA",883975274,621111,169,149,32810,37898,22233,66408,25001,99616,12476635,19406384,"Offices of physicians (except mental health specialists)"
"2510","20241017231349NAL0018821539001","2023-01-01","2023-12-31","THOUGHTWORKS, INC 401(K) PLAN","1996-01-01","2E2F2G2J2K2S2T3D","THOUGHTWORKS, INC","IL",363888809,541511,1444,1380,294866,286208,1187634,692076,1084133,1122846,161223414,198048356,"Custom computer programming services"
"2511","20241029051211NAL0002539811001","2023-01-01","2023-12-31","THE FATHER'S TABLE LLC 401(K) PLAN","1999-01-01","2E2F2G2J2K2S2T3D3H","THE FATHERS TABLE LLC","FL",593497806,311800,712,712,30194,38258,10582,17411,414623,465465,9603621,11990587,"Bakeries and tortilla manufacturing"
"2512","20241126083959NAL0009326080001","2023-01-01","2023-12-31","CNY 401K PLAN","2007-01-01","2E2F2G2J2K3B3D","CNY BUSINESS SOLUTIONS","NY",352597966,236110,114,102,28087,26702,12846,11768,130738,183639,10490070,13011677,"Residential building construction"
"2513","20241218154108NAL0005816912001","2023-01-01","2023-12-31","ARISE VIRTUAL SOLUTIONS INC. 401(K) PLAN","2007-01-01","2E2J2K2F2G2T3D","ARISE VIRTUAL SOLUTIONS INC.","FL",980151557,561420,577,542,73453,52999,30332,29899,170380,142208,15721309,19014111,"Telephone call centers"
"2514","20241023050958NAL0002476355001","2023-01-01","2023-12-31","SKC, INC. 401(K) PLAN","2022-03-01","2E2F2G2J2K2S2T3D3H","SKC, INC.","PA",251103687,333200,151,154,1980,4025,660,1325,891,10394,570268,1350505,"Industrial machinery manufacturing"
"2515","20241205102219NAL0007362064001","2023-01-01","2023-12-31","INMOMENT 401(K) RETIREMENT PLAN","2005-10-01","2E2F2G2J2K2S2T3D","INMOMENT, INC.","UT",571137115,541910,1005,800,199097,320721,251552,347506,299421,390663,48979249,57213580,"Marketing research and public opinion polling"
"2516","20241205103320NAL0003063843001","2023-01-01","2023-12-31","STRATUS AVIATION LLC 401(K) PLAN","2008-04-01","2A2E3D2G2J2K2F2T2S","STRATUS AVIATION LLC","DE",800645476,541600,121,100,28438,22832,58024,13974,37041,35767,2492349,3325820,"Management, scientific, and technical consulting services"
"2517","20241107104538NAL0021927154001","2023-01-01","2023-12-31","HAGERTY INSURANCE AGENCY, LLC EMPLOYEE' 401(K) PLAN","1992-11-01","2E2F2G2J2K2S2T","HAGERTY INSURANCE AGENCY, LLC","MI",880268247,524210,2018,2001,507407,489658,237984,226466,1789378,1674109,117193065,135201039,"Insurance agencies and brokerages"
"2518","20241013143542NAL0042344480001","2023-01-01","2023-12-31","COMMONSPIRIT HEALTH 401(K) RETIREMENT SAVINGS PLAN","1998-01-01","2E2F2G2J2K2R2T3H2S","COMMONSPIRIT HEALTH","KY",470617373,622000,116332,122752,12982766,12910892,142317844,151579985,95507930,106074646,6066519058,7871320063,"Hospitals"
"2519","20241013110355NAL0014020595001","2023-01-01","2023-12-31","EFFECTUAL 401(K) PLAN","2018-10-02","2E2F2G2J2K2S2T3D","EFFECTUAL INC.","NJ",823082582,541600,248,266,10500,20443,54272,80785,180902,212248,6756396,11389929,"Management, scientific, and technical consulting services"
"2520","20241013110708NAL0012402483001","2023-01-01","2023-12-31","CHANNEL FISH PROCESSING CO. 401(K) PLAN","1999-01-01","2E2F2G2J2K2T3D","CHANNEL FISH PROCESSING CO INC","MA",42857608,311710,114,117,5786,7364,3220,4028,87852,93649,4314348,5114438,"Seafood product preparation and packaging"
"2521","20241014075400NAL0025679169001","2023-01-01","2023-12-31","GLOBAL DATA CONSULTANTS, LLC 401K P/S PLAN","2004-05-01","2E2G2J2K3B3D2F2T","GLOBAL DATA CONSULTANTS, LLC","PA",200505791,541519,274,277,27000,27000,6100,5931,123967,124836,10630286,12921404,"Other computer related services"
"2522","20241014075456NAL0043800544001","2023-01-01","2023-12-31","ORRICK, HERRINGTON & SUTCLIFFE LLP RETIREMENT PLAN","1982-01-01","2A2E2F2G2J2K2R2S3B3F3H","ORRICK, HERRINGTON & SUTCLIFFE LLP","WV",942952627,541110,2691,2972,1639905,1896312,21155021,27400510,3054404,3390594,808481738,1063431645,"Offices of lawyers"
"2523","20241014075518NAL0043801008001","2023-01-01","2023-12-31","MCCLINTOCK ELECTRIC, INC. 401(K) PROFIT SHARING PLAN","1998-01-01","2E2F2G2J2K2S2T3D3H","MCCLINTOCK ELECTRIC, INC.","OH",341293119,238210,114,65,1769,1719,1561,1234,8443,20019,1501310,1513374,"Electrical and wiring contractors"
"2524","20241014082543NAL0013006563001","2023-01-01","2023-12-31","PINEHURST MEDICAL CLINIC, INC. 401(K) PROFIT SHARING PLAN","1979-01-01","2E2F2H2J2K2R2T3D","PINEHURST MEDICAL CLINIC, INC.","NC",560942980,621111,941,1095,7792,8741,2965054,3379345,678865,776810,107464297,131198887,"Offices of physicians (except mental health specialists)"
"2525","20241014071600NAL0014593651001","2023-01-01","2023-12-31","PENSKE LOGISTICS RETIREMENT SAVINGS PLAN","1988-04-30","2E2F2G2J2K2T3H","PENSKE TRUCK LEASING CO., LP","PA",232518618,532400,3747,3843,656758,445318,266046,198642,4823936,5132388,266524599,312681775,"Commercial and industrial machinery and equipment rental and leasing"
"2526","20241014095314NAL0013088035001","2023-01-01","2023-12-31","UNITED BANK OF MICHIGAN SAVINGS PLAN","1985-10-01","2E2F2G2J2K2S2T3D3H","UNITED BANK OF MICHIGAN","MI",381151910,522110,225,225,29473,33161,48969,51451,143425,96386,16083712,19851549,"Commercial banking"
"2527","20241014084034NAL0045345520001","2023-01-01","2023-12-31","WILLMAR ELECTRIC 401(K) PLAN","1986-01-01","2S2E3D2G2J2K2F2T","WILLMAR ELECTRIC SERVICE CORP.","MN",205963761,238210,207,207,16717,15606,84739,135555,181552,146293,11613705,14607764,"Electrical and wiring contractors"
"2528","20241014093849NAL0026924225001","2023-01-01","2023-12-31","STG LOGISTICS RETIREMENT PLAN","2005-07-01","2E2F2G2J2K2T3D","STG LOGISTICS, INC.","IL",222607954,493100,1013,1209,132,474,116,336,1284421,1165289,40932827,55961409,"Warehousing and storage"
"2529","20241216073755NAL0001966368001","2023-01-01","2023-12-31","ZARA USA & RELATED COMPANIES 401(K) PLAN","2011-02-01","2E2F2G2J2K2S2T3D3H","ZARA USA, INC.","NY",133471788,448140,3194,3882,153966,203616,72186,94369,1161258,1517117,36234214,46043138,"Family clothing stores"
"2530","20241027124148NAL0002564977001","2023-01-01","2023-12-31","MAPLEWOOD SENIOR LIVING RETIREMENT PLAN","2014-07-01","2E2F2G2J2K2S2T3D","MAPLEWOOD SENIOR LIVING, LLC","CT",453357408,623000,1430,1520,86714,83517,54457,123637,96248,103850,7474587,11872554,"Nursing and residential care facilities"
"2531","20240919152950NAL0010792336001","2023-01-01","2023-12-31","DOUG VEERKAMP GENERAL ENGINEERING, INC. 401(K) PLAN","1997-01-01","2A2E2F2G2J2K2T3D","DOUG VEERKAMP GENERAL ENGINEERING, INC.","CA",680462256,237310,162,158,11094,8406,5568,3957,468471,438164,21596133,25049048,"Highway, street, and bridge construction"
"2532","20240828151836NAL0024813906001","2023-01-01","2023-12-31","PEREGRINE GROUP, LLC RETIREMENT PLAN","2008-03-01","2E2F2G2J2K3D","PEREGRINE GROUP, LLC","TX",262060561,523900,105,101,17557,12292,619285,103821,87961,55537,19465371,20967925,"Other financial investment activities"
"2533","20240829133257NAL0006473203001","2023-01-01","2023-12-31","MACDONALD-MILLER FACILITY SOLUTIONS, LLC 401(K) PLAN","2003-01-01","2A2E2F2G2J2K2S2T3D","MACDONALD-MILLER FACILITY SOLUTIONS, LLC","WA",680533726,238220,641,713,73462,84877,133923,163618,409724,322386,83785424,105599775,"Plumbing and hvac contractors"
"2534","20241015050745NAL0046740896001","2023-01-01","2023-12-31","EPCO, LLC 401K PLAN","2002-01-01","2E2F2G2J2K2S2T3D","EPCO, LLC","ME",383771024,541990,122,123,10905,11990,6182,6261,71545,65361,2112976,2481497,"All other professional, scientific, and technical services"
"2535","20241015050950NAL0028813281001","2023-01-01","2023-12-31","LIBERTY LENDING, LLC 401(K) PROFIT SHARING PLAN AND TRUST","2016-02-01","2E2F2G2J2K2S2T3D3H","LIBERTY LENDING, LLC","NY",371779212,522291,153,143,8253,12039,14505,6507,112264,141039,4275781,5849744,"Consumer lending"
"2536","20241015050955NAL0028813457001","2023-01-01","2023-12-31","KALTURA, INC. 401(K) PLAN","2016-01-01","2E2F2G2J2K2T3D","KALTURA, INC","NY",208128326,541519,205,234,56849,46222,49444,30276,82434,121529,8148915,10137476,"Other computer related services"
"2537","20241015051102NAL0014128547001","2023-01-01","2023-12-31","AUDLEY TRAVEL US, INC. 401K PS PLAN","2018-01-01","2E2F2G2J2K2S2T3D","AUDLEY TRAVEL US, INC.","MA",463665734,561500,198,265,38132,45009,14085,17873,10980,10441,4760229,6581641,"Travel arrangement and reservation services"
"2538","20241015051411NAL0014128947001","2023-01-01","2023-12-31","SAFE HOME SECURITY INC. 401K PLAN","1998-01-01","2E2F2G2J2K2T3D","SAFE HOME SECURITY","CT",61253294,541990,104,213,9004,6229,575,338,71559,97370,1918971,1723263,"All other professional, scientific, and technical services"
"2539","20241015071136NAL0027747041001","2023-01-01","2023-12-31","EDGEWOOD PROPERTIES 401(K) PLAN","2002-01-01","2E2F2G2J2K2T3D","EDGEWOOD PROPERTIES, INC.","NJ",223151865,236110,200,198,15659,49667,97135,99491,68732,43672,8061560,7875950,"Residential building construction"
"2540","20241015071236NAL0028910673001","2023-01-01","2023-12-31","OVERHEAD DOOR CORPORATION RETIREMENT SAVINGS PLAN","1978-07-01","2A2E2G2J2K2R2S2T3D","OVERHEAD DOOR CORPORATION","TX",350564120,332900,4044,4009,75039,67200,2190943,2341391,5207227,5731290,218435815,258003836,"Other fabricated metal product manufacturing"
"2541","20241015071254NAL0027748913001","2023-01-01","2023-12-31","GRAND APPLIANCE CO., INC. 401(K) PLAN","2009-01-01","2E2F2G2J2K2S2T3D","GRAND APPLIANCE CO., INC.","WI",362146854,443141,339,354,18113,20774,2443,2569,263621,377171,10415471,13369849,"Household appliance stores"
"2542","20241015071300NAL0027749153001","2023-01-01","2023-12-31","MARINE LAYER 401(K) PLAN","2019-01-01","2E2F2G2J2K2S2T3D","MARINE LAYER PBC","CA",264763175,448140,148,243,22585,29577,33720,41894,49588,104063,2815574,4481365,"Family clothing stores"
"2543","20241015075009NAL0048414016001","2023-01-01","2023-12-31","V-SOFT CONSULTING GROUP RETIREMENT PLAN","2005-12-15","2E2F2G2J2K2S2T3D","V-SOFT CONSULTING GROUP","KY",760532643,541511,950,990,4309,1475,1853,6131,581831,812789,25427090,32838402,"Custom computer programming services"
"2544","20241015090649NAL0016029715001","2023-01-01","2023-12-31","DAYTON-PHOENIX GROUP, INC. SALARIED EMPLOYEES 401(K) RETIREMENT PLAN AND TRUST","1993-01-04","2E2F2G2J2K2S2T3D","DAYTON-PHOENIX GROUP, INC.","OH",311356760,485990,230,238,38162,41768,19071,22162,775311,756955,32605088,37646235,"Other transit and ground passenger transportation"
"2545","20241015090701NAL0016030083001","2023-01-01","2023-12-31","SPRING EQ 401(K) PLAN","2019-01-01","2E3D2G2J2K2F2T","SPRING EQ LLC","PA",371801711,522291,274,282,48712,112485,61923,80001,100352,188127,4895354,9281767,"Consumer lending"
"2546","20241015090729NAL0027904449001","2023-01-01","2023-12-31","MARION ENVIRONMENTAL, INC. 401(K) SAVINGS & RETIREMENT PLAN","1995-01-01","2E2F2G2J2K2T3D","MARION ENVIRONMENTAL, INC.","TN",621472843,541990,146,163,32782,37320,14873,16925,383478,517307,8677627,11142411,"All other professional, scientific, and technical services"
"2547","20241015090731NAL0027904481001","2023-01-01","2023-12-31","THE NEW YORK TIMES SAVINGS PLAN","1995-02-01","2E2F2G2J2K2T3F3H","THE NEW YORK TIMES COMPANY","NY",131102020,511110,2598,2608,59578,50266,79745,1471386,2371512,2292786,533556773,610194709,"Newspaper publishers"
"2548","20241018064723NAL0016906915001","2023-01-01","2023-12-31","JONES PLASTIC & ENGINEERING COMPANY, LLC 401(K) PLAN","1987-10-01","2G2J2K2T3D3H2F","JONES PLASTIC & ENGINEERING COMPANY, LLC","KY",610592989,326100,258,264,45401,19865,161874,187774,173377,271375,29495047,36124474,"Plastics product manufacturing"
"2549","20241029083328NAL0002636051001","2023-01-01","2023-12-31","SMILE DESIGN DENTISTRY 401(K) SAVINGS PLAN","2013-01-01","2E2F2G2J2K2T3D3H","SMILE DESIGN DENTISTRY OF ST. PETE, LLC","FL",272835025,621210,215,238,37849,21884,60152,117648,56698,85020,4148345,6933606,"Offices of dentists"
"2550","20241030154113NAL0000489971001","2023-01-01","2023-12-31","BRIGHTPATH 401(K) PLAN","2003-01-01","2E3D2G2J2K2F2T","EDUKIDS, INC.","NY",161381062,611000,253,350,10262,11668,8427,7853,55912,84853,4929267,9818288,"Educational services"
"2551","20241206145309NAL0009389952001","2023-01-01","2023-12-31","FORUS 401(K)","2014-11-01","2A2E2J2K2F2G2R2S2T2X3D","ELLEVEST, INC.","NY",472458326,525990,163,143,37145,31576,47926,76069,1444,31776,4064899,5240471,"Other financial vehicles"
"2552","20241209175744NAL0006826307001","2023-01-01","2023-12-31","MAYBOURNE BEVERLY HILLS OPERATOR LLC 401(K) PLAN","2020-06-01","2E2F2G2J2K2T3D","MAYBOURNE BEVERLY HILLS OPERATOR LLC","CA",845001293,721110,243,284,45201,48506,20014,22408,148721,209960,3414015,5717128,"Hotels (except casino hotels) and motels"
"2553","20241226111309NAL0020991280001","2023-01-01","2023-12-31","JASPAN SCHLESINGER NARENDRAN LLP RETIREMENT PLAN","1994-01-01","2F2G2T3D2E2J2K2R","JASPAN SCHLESINGER NARENDRAN LLP","NY",131546481,541110,143,138,28855,32040,229401,57784,161455,145906,17221610,21032366,"Offices of lawyers"
"2554","20241227161259NAL0008596659001","2023-01-01","2023-12-31","THE QUEEN CASINO & ENTERTAINMENT INC. 401(K) PLAN","2022-01-01","2E2F2G2J2K2T3D","THE QUEEN CASINO & ENTERTAINMENT INC.","IL",800868706,551112,673,585,24521,58347,26884,13241,1043373,739711,27654972,28118887,"Offices of other holding companies"
"2555","20241024051750NAL0000562305001","2023-01-01","2023-12-31","WORLDVU DEVELOPMENT LLC 401(K) SAVINGS PLAN","2014-06-19","2E2F2G2J2K2S2T3D","WORLDVU DEVELOPMENT LLC","VA",471249067,541990,196,192,30702,117896,98096,120589,82538,124645,7765861,13066604,"All other professional, scientific, and technical services"
"2556","20241024070726NAL0000464755001","2023-01-01","2023-12-31","SYMMETRY LENDING 401(K) PLAN","2022-01-01","2F2G2J2K2T","SYMMETRY LENDING, LLC","GA",822718716,522291,174,167,45067,37614,21131,16660,23094,23937,4827748,6776532,"Consumer lending"
"2557","20241024080610NAL0001031120001","2023-01-01","2023-12-31","READY-MIXED CONCRETE 401(K) PLAN","2000-01-01","2E2G2J2K3D3H2F2T","THE MONARCH CEMENT COMPANY","KS",480340590,327300,231,251,10005,13115,4811,5102,175673,253386,7097059,8832601,"Cement and concrete product manufacturing"
